1,review,sentiment
116,"This was the best documentary I've ever seen!! I just saw Lords of Dogtown and wanted to know more about Stacy Peralta, and was surprised and happy to find out this was one of his films as well. Great Job Stacy! I was kicking back at work last week, bored O*&^%less and this movie came on. Growing up in Orange County in the 80's I surfed up and down the local beaches and so did my dad when he was a teenager. I grew up at the beach, my parents took me every weekend, I body surfed, boogeyboarded then moved up from there. This movie just captivated me. It was way before my time but it was awesome to see what these guys went through..TRUE PIONEERS! This movie is a collectors item.",positive
117,"The movie was excellent, save for some of the scenes with Esposito. I enjoyed how it brought together every detective on the series, and wrapped up some plotlines that were never resolved during the series (thanks to NBC...). It was great to see Pembleton and Bayliss together at their most human, and most basic persons. Braugher and Secor did a great job, but as usual will get overlooked. It hurt to see that this was the end of Homicide. Memories, tapes, and reruns on CourtTV just aren't the same as watching it come on every Friday. But the movie did its job and did it very well, presenting a great depiction of life after Al retired, and the family relationship that existed between the unit. I enjoyed this a lot.",positive
118,"I contend that whoever is ultimately responsible for creating/approving the trailer for this movie has completely blundered. NO ONE I know wanted to see this movie based on the previews, and EVERYONE who actually saw it (that I know) absolutely loved it... The advertising campaign is disgrace/disaster/blunder.<br /><br />Opened at #4 behind...<br /><br />#1-Rush Hour, which I have not seen, average IMDb score of 7.4.<br /><br />#2-The Bourn Ultimatum, which I have seen, awesome movie but 3rd week out, average IMDb score of 8.7 (deserving I would say).<br /><br />#3-The Simpsons Movie, which I have seen, okay movie but 4th week out, average IMDb score of 8.1 (a bit high in my opinion).<br /><br />#4-Stardust, average IMDb score of 8.4 (lower then Bourn, but that's been our for 3 weeks).<br /><br />Whether it was poor scheduling or poor advertising I think that the powers that be behind this movie screwed up big time! This should have been advertised as an amazing movie that happens to be a fantasy/fairytale and not advertised as just another fairytale Too bad :( Anyway- Now that I have very pointlessly ranted on-and-on... Awesome movie, go see it!",positive
119,"Out of the handful of alternative titles in English, ""The Sexorcist"" is definitely the most appropriate one, since this is basically just a shameless rip off of William Friedkin's classic horror film in which they replaced 13-year-old Linda Blair with the 19-year-old Stella Carnacina only so that she could gratuitously show her ravishing naked body. I'm not sure what exactly Satan tries to accomplish here, but he exclusively seems to possess the young girl to play sexual tricks on her! Poor Danila masturbates around the clock and tries to seduce priests and even her own father into having sex with her. The young girl is introduced as a smart and ambitious theology-student with an odd-looking boyfriend (driving a stupid yellow car) and loving, albeit adulterous parents. When she takes a peculiar crucifix home to renovate, the ancient relic comes to life and no less than Satan himself (played by Ivan Rassimov of ""Jungle Holocaust"" and ""Planet of the Vampires"") starts to torment her. The overlong masturbation sessions and some bizarre nightmare sequences cover about three quarters of the movie, and then finally director Mario Garriazzo begins with the actual exorcism. That final segment is even more embarrassing and amateurish! The priests don't really do anything apart from saying some vague prayers but, somehow, Danila seems cured all of a sudden. There isn't much gore, the dialogues are horrible and the producers seem to compensate every little flaw by adding more sleaze! This is one of the strangest Italian exploitation efforts of the seventies (why the hell are they referring to ""The Rocky Horror Picture Show""?), but definitely not one of the best. If you fancy clones of ""The Exorcist"", I recommend ""Demon Witch Child"", ""Beyond the Door"" and ""The Antichrist"".",negative
120,"Very well done acting and directing. This is a cross between ""The Last Don"" and "" Godfather 2"".One large plus for this production is that it is claimed to be a true story of Joseph Bonanno. With a better music score to create mood, it could have been a rival for both Godfather movies.",positive
121,"Beast Wars is a show that is over-hyped, overpraised and overrated. Let's meet the characters of this obnoxious show whose creators must have been on acid to try and make a show like this.<br /><br />Cheetor- Seriously, they need to have censor bars on this guy. How come he dosen't creep out the viewers having the same voice as baby Taz? (at least Razzoff from Rayman 3: Hoodlum Havoc is voiced by Slip & Slide) Action Blast- If you want a line of show that suck, get G4 Tranceformers Cybertron- A show that should go down in a toilet. Good Job Creators (Sarcasm) Show it self-Retarded & boring (at least the Super Mario games are better) This show had a lot of followers sayin' bring it back, but I believe that it was cancelled for its own good.",negative
122,"Tim Robbins and John Cusack are two actors I have appreciated throughout their careers, and that was the only reason for choosing to watch this movie. Well, all I can say is I totally regretted it! These two great actors humiliate themselves all the way through by performing a number of irrelevant, unimaginative and kitch to the extreme (not that this is bad on its own)sketches that are supposed to make people laugh, but fail to do so. The only reason I can think is that the director was their friend, and they decided to support his movie by starring in it-I can't think of anything else because this movie is SO cheap! Fortunately Tim Robbins and John Cusack haven't disappointed me ever since. I would recommend you to avoid this film, unless you want your opinion about the two actors spoiled.",negative
123,"This is an important historical film since it was the the first all-talking feature film. <br /><br />The film was made for a mere 23,000 dollars.<br /><br />It grossed over a million dollars upon its release. <br /><br />This film all so helped define the gangster melodramas that were to become the bread and butter of the Warner's studio in the 1930's. <br /><br />The popularity of this film ended the silent era more so than its more famous part-talkie predecessor, the Jazz Singer. The film deserves its place in history and not as a mere footnote. <br /><br />The only actor who might be remember today that is in it was Eugene Palette.",positive
124,"There is something about Doug McLure's appearance in a movie that is a warranty of wretchedness. His DG initials are like a special cinema-certification, that comes somewhere before 'U'. <br /><br />Cushing, on the other hand, seemed to suffer from both a dilatory agent and poor judgement of his own. He did excellent work in the Hammer movies as Dr Van Helsing. I'v seen him do a very passable Sherlock Holmes in 'Hound Of The Baskervilles'. And his magnum opus was probably Grand Moff Tarkin in the first 'Star Wars'. The only man but the emperor who could tell Darth Vadar to 'stop bickering' and get away with it. But - crikey! - he's done some turkeys. There was that lamentable 'Daleks' movie for one. And here's another.<br /><br />There's a machine that's been hijacked from Tracy Island. It's a cylinder with a screw at the front and traction devices at the sides. I'm surprised Jerry Anderson didn't sue for plagiarism. Maybe he was bought-off. Yet if the movie is any guide, they can't have paid him much.<br /><br />It's 1976 and we're still playing about in latex romper-suits. <br /><br />That's about it really. Some movies have an entertainment value in the 'so bad it's good' category. This one doesn't even manage that. It wouldn't even entertain kids. 'Crash Corrigan's' stuff from the 1930's has got more going for it.",negative
125,"I really enjoyed this movie. During the movie, I felt that I wanted Pelagia and Captain Corelli to get together. I heard myself screaming: Come on, kiss her! The movie has a happy ending. Good movie to watch in the evening when you want to chill.",positive
126,"Writing something genuine and true is challenging. Knowing how to shoot it and putting it together without making it trivial is even better. Ishai Setton's movie is one of those where you can recognize Life in all its simplicity and beauty. I have been touched by ""The big bad Swim"" and from now on, I will promote it as far as I can. It is just a shame that I can't have something to show to my friends (you know, such as a DVD???), because talking is good...but giving something to see is better. Everyone can't go to festivals to discover pearls like that and this movie's really worth to be put out there! A big THANK YOU to the staff of this master piece, and I am waiting for it to be distributed.",positive
127,"To overcome the death of his wife, an old man does what anyone in his position would naturally do (at least in a Peter Greenaway movie): he and his son populate their home with eight and a half (one has no legs) women and embark on a sexual odyssey. This being a Greenaway film, there is lots of pretentious and uninteresting blabbering and of course there is unnecessary male nudity. In fact the father and son share a bed sleeping in the nude. Gross. Besides, who wants to see an old guy full frontal? For those who are not into the homo-erotic scene, one of the women likes to do the nasty with horses. There is no story - just a random collection of dull scenes.",negative
128,"It's one of the imponderables of low-budget independent film-making that so many with so little in the way of real talent fancy themselves frightmeisters. The paucity of talent evinced by these wonky wannabees is there for all the world to see. Case in point: FLIGHT OF THE LIVING DEAD (or, as I quickly came to know it, SHITE OF THE LIVING DEAD). There's nothing wrong with paying homage to one's heroes. I've done it many times over the years, myself, in many different ways. In fact, in the xlibris book THE NIGHT RIDERS, co-written with M. Kelley, I dedicate it, in part, to ""the six writers whose work inspires me still: Richard Matheson, Harlan Ellison, Shirley Jackson, Edgar Allen Poe, H.P. Lovecraft, and Robert E. Howard."" Had it been a motion picture, I would've dedicated it to the directors whose films have inspired me over the years. Very high up on that list would've been George Romero. It's nothing less than a crying shame that the makers of this film weren't truly as inspired by Romero as their title suggests.",negative
129,"10 respected directors each shot a short film with operatic arias as the inspiration (and music). I'll do each one separately:<br /><br />Nicolas Roeg (dir)--Giuseppe Verdi (music). A story about an assassination attempt in 1931 Vienna. Theresa Russell (Roegs wife) plays a man! Not bad--very beautiful and exotic. Russell is great.<br /><br />Charles Sturridge--Verdi. No story but there is some haunting black and white imagery that fits perfectly with the music.<br /><br />Jean-Luc Godard--Jean Baptiste Lully. Horrendous. Pointless, boring, no plot, no nothing. Filled with gratuitous female nudity. The worst!<br /><br />Julien Temple--Verdi. Buck Henry, Beverly D'Angelo and Anita Morris star in this funny, if obvious, story about a cheating couple. Pretty good.<br /><br />Bruce Beresford--Erich Korngold. Short, lush and romantic. Very good.<br /><br />Robert Altman--Jean-Philippe Rameau. Dull. A yawner.<br /><br />Fran Roddam--Richard Wagner. This has Bridget Fonda in her film debut. Beautifully done love story with a fairly explicit sex scene. <br /><br />Ken Russell--Giacomo Puccini. Really strange but OK.<br /><br />Derek Jarman--Gustave Chapentier. Lyrical look at youth and old age. Very sweet. <br /><br />The last is by Bill Bryden doing ""I Pagliacci"". He has John Hurt (!) dressed as a clown lip-syncing to Caruso (!!!).<br /><br />When this came out it almost got an X rating (for the abundant nudity and the sex scene). It was given an R with a strict warning attached saying the R rating would be heavily enforced. After the film bombed that warning disappeared.<br /><br />The idea isn't bad and 6 out of the 10 segments were worthwhile. Worth seeing even if you don't like opera. Just avoid the Godard segment. I'm giving it an 8.",positive
130,"I'm a sucker for a good romance, but this one doesn't qualify as either good or a romance. I had the plot nailed down before the credits were through. With such poor dialog, plot and character development, I suggest investing your hour and a half elsehere. I had to rush out and rent Serendipity for the third time so I could get the bad taste of this one out of my mouth.",negative
131,"I'm going to go on the record as the second person who has, after years of using the IMDb to look up movies, been motivated by Nacho's film, The Abandoned to create an account and post a comment. This was hands down the worst movie I've ever seen in my entire life. The plot was on the verge of non-existence, and none of the ""puzzle-pieces"" added up in any way whatsoever. The acting was laughable and the writing was embarrassing. How this film got backed and came to be is completely beyond me. The only saving grace I could find was Anastasia Hille's cunning and repetitive use of the f word. (and brilliant sound design) If I were faced with the option of seeing this film again or being mauled by wild bores I would be up against a difficult decision. I'm disappointed that I am unable to give it 0 stars.",negative
132,"Well, this is about as good as they come. There are arguments about whether Hitchcock was only a ""master of commercial suspense"" or maybe a ""compulsive technician"" -- or was he really ""deep."" Nobody knows precisely what terms like that mean, but it's legitimate to ask if, at his best, he could not have been all three things at once.<br /><br />In this one he seems to be about at his peak. Hardly anything in it is accidental. It abounds with doubt, ambiguity, and wit. And the story is engrossing, Patricia Highsmith apparently having complexes similar to Hitchcock's own.<br /><br />I'm sure the plot has been thoroughly outlined elsewhere so I won't bother going into it. I'll just point out five on screen incidents that Hitchcock is undoubtedly responsible for.<br /><br />Bruno Antony (Walker) has followed Miriam (Laura Miller) and her two boyfriends to a carnival at night with the intent of murdering her. She's noticed his attention and is innocently flattered by it.<br /><br />1. Laura and her two friends rent an electric boat to go through The Tunnel of Love and then to an island in the center of the lake. Walker is right behind them, smiling, in his boat -- Pluto. ""Pluto."" It's not an allusion to the Walt Disney cartoon character. It's a reference to Pluto, also called Hades, a god of the underworld in Greek and Roman mythology. This tiny touch can't be an accident. And the ""underworld"" that Walker represents is not just a literal hell, but the underworld of the human mind. I hate to say he's a Jungian ""shadow"" but that's what he is. (Did Carl Jung see this movie? He was alive at the time of its release -- but probably not.) 2. Now, this is a deadly serious sequence, right? Walker is a lunatic who is about to murder a woman he doesn't even know. Imagine the way this would have been laid out by most directors. A night-time stalking through a crowded carnival, stealing from shadow to shadow, the killer peering from behind the canvas walls, and so forth. What does Hitchcock show us? When Walker first comes through the gates, concentrating on his victim, a little boy in a cowboy suit, holding a balloon, runs up and shouts, ""Bang! Bang! You're dead!"" Walker jerks his head back in surprise and glares down indignantly at the kid. And when the kid starts to walk away, Walker darts his cigarette at the balloon and pops it, then continues his pursuit without another glance. That's one way Hitchcock treats impending doom.<br /><br />3. The famous strangling reflected in the fallen eyeglasses, which has been aped innumerable times.<br /><br />4. Miriam and her friends stop at one of those devices that you pound with a big mallet, sending a kind of hockey puck up the shaft to measure the strength of your blow. One of her boyfriend whams it and the puck doesn't reach the bell at the top. Under Miriam's delighted and admiring gaze, Walker smiles and rubs his hands together, then picks up the mallet, slams it down, and the puck bangs against the bell. She's thrilled. He puts the mallet down, looks at her, grins, and WAGGLES HIS EYEBROWS at her like a ten-year-old showoff! 5. After the discovery of Miriam's body, while whistles blow and people shout, Walker leaves the carnival and encounters a blind man waiting at the curb. Walker takes the old fellow by the arm and leads him across the intersection, gravely holding up his hand to stop the traffic. A macabre joke.<br /><br />These incidents and others all take place during the ten or fifteen-minutes of the carnival visit. (Robert Walker's performance is exceptional throughout.) It's essentially a kind of invitation to be noirish. (Cf: ""Ride the Pink Horse"") But the menace of the scene is undercut by Hitchcock's insistence on irony and distance. None of the familiar noir techniques are employed. There's nothing really ""creepy"" about it. And the murder itself is hardly a savage one. I don't think that any director other than Hitchcock would have handled it the way he did. It would have been all menace and shadows, hiding places, abortive attempts, scowls instead of grins.<br /><br />Not that it's an entirely flawless movie. A flawless movie is not yet with us. Some of the middle section is a bit slow going and Farley Granger, although a nice guy, is stolid, dull, and rather stupid. His new girl friend is just dull.<br /><br />Hitchcock was to treat the misattribution of guilt with deadly seriousness in ""The Wrong Man."" I'm not sure Hitchcock ever thought about the difference between legal guilt and moral guilt. The latter was imposed on him at an early age by his Catholic education. ""Original sin"" -- you're BORN with it -- and all that. In filmed interviews, he always glibly explained away his fear of the police and of authorities generally by telling a story about his father taking him to the police station to put a scare into him after some peccadillo. We're justified in asking if that was only what psychoanalysis calls a ""screen memory."" I hope you get the pun. I know, I know. It's strained and inept but I spent a good deal of valuable time thinking it up.",positive
133,"<br /><br />I would highly recommend seeing this movie. After viewing it, you will be able to walk out of every other bad movie EVER saying ""at least it wasn't The Omega Code.""<br /><br />Forget my money, I want my TIME back!",negative
134,"This is a very visual film. By that I mean that the dialog is sparse, almost to the point of being a silent movie for some very long takes, beginning with the opening shot.<br /><br />The silences, however, are broken by a stunning sound track that ranges from discordant, staccato beats to a haunting mix of violins, and interspersed with vocals that sound like dreams. It's a feast for the ears as much as for the eyes, one of the early visuals being a man walking along a street, so preoccupied with his interest in a shapely woman, that he walks into a lamppost: one of the consequences of love and a metaphor for what lies in store...<br /><br />A long time ago, another movie  Love Story (1970) -- said that love is never having to say you're sorry. This narrative turns that idea on its head in a number of ways, beginning with the main character, Titta (Toni Sevillo), a seemingly innocuous long-term resident in a plush hotel somewhere in Switzerland. Everyday, week in, week out, he sits at the same coffee table, enjoying the passing world, his cigarettes, his coffee, his solitude  and he's been doing it for ten years. He sits, he observes, and once a week he engages in three very surprising activities that you'll find out about when you see this little masterpiece...<br /><br />Love is explored in another way, in a direct counterpoint to Titta's solitude and reserved nature: two older residents of the hotel are still much in love, but the man wants to die in a spectacular manner when his time comes, while his long suffering wife berates him for cheating at cards with the other guests, one of whom is Titta. Now, Titta knows about their squabbles, their love, the man's cheating, his apologies to his wife, and his whining. How? In a surprising and black-comedic manner...one of those surprise activities I mentioned.<br /><br />But, this is no comedy, in reality, although it does touch upon the idea of the human comedy in a Balzacian sense: the irony of life and what to do with it. That decision had been made for Titta ten years earlier when he left his wife and began to live in the hotel. He keeps in touch occasionally, and it is clear that he still loves his children (now grown up) and the sorrow in his voice speaks volumes. But, there's something more than just sorrow...<br /><br />Such a life as Titta's would obviously seem to be utterly boring, and it actually is from many perspectives. It is only when we learn what lies beneath his almost death-like countenance, however, that the horror of his situation hits the viewer between the eyes. But not before we know that the female bartender, Sofia (Olivia Magnani), is very interested in Titta and goes out of her way to pique Titta's interest in her.<br /><br />And that's when things start to unravel for Titta: he eventually succumbs to her femininity and in doing so discovers, once again, the consequences of love. Ironically, in doing so, he finally realizes what he must finally do with his life, and in a most spectacular fashion.<br /><br />I know that all of the above is somewhat cryptic; but, to say more would spoil the film and story for you. If you like Italian cinema  I love it!  I urge you to see this one. The acting is superb; the sound track chills the spine; the camera work is truly innovative; the direction shows the maturity of a true artist.<br /><br />I know I'll see this movie again, and again...",positive
135,"CONGO is probably the worst big-budget movie of the 1990s. It is so bad that it is watchable over and over again. A bunch of folks with different agendas probe deep into darkest Africa, where they encounter a temple of riches just like in KING SOLOMON'S MINES -- but with cannibalistic gorillas guarding those riches. On their side, the humans have a ""talking"" gorilla named Amy who helps save the day at one point or another. So much for the plot. The dialogue throughout is witless, the acting almost uniformly atrocious, certainly campy (Tim Curry and Ernie Hudson are both on hand to assure the ham factor), and the special effects abysmal. Wait until you see the cannibalistic gorillas. And the lava! Oh yes, did I mention there's a volcanic eruption to top off the big finale? Laura Linney of all people is along for this bumpiest of rides. What could she have been thinking? This is right around the same time she appeared with Richard Gere and Ed Norton in PRIMAL FEAR, a movie that helped guarantee her stardom.",negative
136,"This is a beautiful, rich, and very well-executed film with a rich and meaningful story. Basically, it tells how an old master story teller needs to find a (male) heir to carry on his craft, but ends up not getting what he expected in his very male-dominated world. The characters must then deal with their situation and the old master must grapple with the conflict between his desire for a companion and heir and his and society's traditional notions.<br /><br />The story is fun, emotional, and complex. The exploration of the characters, their lives, and emotions, is rich and compelling the character development is strong while the characters are complex and not one dimensional at all. The film expertly conveys the old man's emotions and his desire to find an heir, and compellingly shows how he and the kid handle the situation. There is also humour, sometimes quite subtle, at appropriate points. The film also examines the good and bad of traditional Chinese culture, creating further interest and depth to the film.<br /><br />The directing, acting, and scenery are all outstanding. Added to the other strengths, this creates rich and convincing visual images and compelling, real characters. As a result, the film evokes strong empathy for, and feelings about, the characters.<br /><br />Some have claimed that the ending weakens the film, but I do not necessarily agree. Perhaps it could have been stronger with a different ending, but any improvement in the overall film would have been rather small.",positive
137,"I usually start by relaying the premise of the film, but before anyone makes any hasty judgments about my review, let me preface it by saying that I'm someone who likes most films (just check my other reviews). Alone in the Dark is a film by director Uwe Boll, whose film right before this one was House of the Dead (2003). Like Alone in the Dark, it was also a film adaptation of a video game. Almost everyone hated it. Well, I loved it. I even gave it a 10 out of 10! My point in stating this (which will surely turn some readers off immediately) is that if even I hated Alone in the Dark, there must be something wrong with it.<br /><br />The Premise: Who am I kidding? Attempting to state a premise for this film is about as easy as trying to balance the United States' budget, but here it goes anyway. Some archaeologists discovered evidence of some lost American Indian tribe. The Indian tribe apparently had discovered some means of broaching the ""second world"", which was evil in nature. The bad stuff wiped them out, but not before they could lock the door to the evil world and throw away the key. Later, some scientist/government researcher who had been experimenting with the paranormal, and specifically this tribe, decided to experiment on some kids, to try to produce some kind of hybrid with the second world. (Believe it or not--everything up to this point and then some is told to us in a written prologue to the film--it's just white text scrolling across a black screen with a voice-over also reading it to us). Then, there was something about the kids being in an orphanage, but the government takes them back out, and then a bunch of people are searching for archaeological relics, and there are super humans roaming around, and a bunch of military people are called in and on and on.<br /><br />In fact, the exposition never really stops. It's like a neverending backstory from hell. There are enough ideas here to fill at least 10 films, maybe 25. But not one of them is presented in a coherent way to create one good film. In addition to the mystical lost Indian tribe and the superhumans, we also get monsters that resemble a cross between Alien and a werewolf, worms that invade your body and turn into snake-like aliens, tunneling worms underground, zombies, Starship Trooper-like wars, evil scientists, underground lairs, gold mines, spooky warehouses, impalements, big mostly unused museums, government conspiracies, golden trunks pulled out of the sea, nuns, explosions, complex backstabbing plots, a very ambiguous romance, car chases, home invasions, kitchen sinks . . . wait, I can't remember if that last one was in the film. Even more amazingly (amusingly?), in Fangoria #240, producer Shawn Williamson was quoted as saying, ""We're spending much more time on story, being very meticulous about that"". Tara Reid called Alone in the Dark ""a smarter film"".<br /><br />Let me not mislead anyone. A lot of that stuff above might sound yummy to the potential audience for this film, but the problem is that nothing has the slightest connection to anything else. I usually had no idea what any setting's relation was to any other setting, why we were there, or what anyone was doing (at least when each scene began). It's just a random mishmash of settings and clichés, as if director Uwe Boll had 250 unrelated ideas in a hat and pulled them out like lottery numbers. Then when he was done, he and editor Richard Schwadel decided to cut the film by using dice, then reassembled it by throwing the I Ching. Sometimes the film plays like an extended director's reel (which is a combination of short, varied, unrelated scenes that directors circulate to try to get work), but perhaps that's being too generous. I'm not sure Boll would get work if this were his reel. <br /><br />Just as I tend to at least like most films, I tend to like most actors and most performances. It's very rare that I say that a performance was bad. Well, Tara Reid was bad here--and I'm someone who usually likes Reid. I don't know what happened. For a large percentage of the film, they just move her around the set like a prop. They might as well have just bought a blow-up doll. That would have saved them money that they could have used for some cgi ghosts and vampires in castle and graveyard settings. Maybe they chose to move her around like a pretty piece of driftwood after they saw the dailies of her mumbling nonsense dialogue in a monotone that's usually reserved for entertaining mother-in-laws.<br /><br />And speaking of that dialogue, a lot of Alone in the Dark plays like a Godzilla film without Godzilla. By that, I mean that it's a lot of pseudo-scientific gobbledy-gook. At least in Godzilla films, there's a campiness to it, because they know how ridiculous it is, and there's a big payoff in that we get to see Godzilla destroy downtown and battle a giant gnat with radioactive death beams shooting from its eyes or something.<br /><br />Just what Stephen Dorff and Christian Slater are doing here, besides overacting and filing lawsuits against their agents, is difficult to say. I can't say that I thought anyone in the film had a decent performance, although maybe Slater at least saw the cigar. I think that's unprecedented for me.<br /><br />Still, I didn't give this film a 1. There was some competent cinematography, even if Boll and Schwadel made mincemeat out of it, and the hard rock tunes over the end credits were good. Heck, even the novelette prologue wasn't so bad. I actually thought the film had promise at that point. But this may just be the worst film I've ever seen with a budget of 20 million or more.",negative
138,"The Three Stooges are arguably the greatest comedy team in film history. For that reason alone, they deserved a much better ending at Columbia than they received with this short.<br /><br />""Sappy Bullfighters"" is just not good. Granted, this is not all Joe Besser's fault. I personally feel that some of his shorts are fun enough, simply because of the departure from the Stooges usual fanfare that they contain, and for the fact that Larry is sometimes showcased more. However, this short just will not do. And the fact that one knows that it is their last short that was ever shown, well that just adds to the overall disgust.<br /><br />This film just epitomizes how short subjects were on their last dying breaths during this time and how little effort went into making them. This short is so sloppy. It is a simple re-make of a Curly short, ""What's the Matador?"", filmed years before. As if this fact wasn't bad enough, the studio actually threw in footage of Moe and Larry from the original (which was filmed nearly 20 years prior). Are these things not obvious? Laughable or sad? You be the judge.<br /><br />Another part of this short that makes it miserable is the fact that it is basically a Joe Besser showcase, with him showing that all he is (at least in this film) is a Curly-wanna-be-gone-completely-wrong! Moe and Larry have little to do in this short. As a Larry fan, I also must say that I feel it a bit disgraceful to have Besser get to use the joke that Larry originally popularized in the short ""Ants In The Pantry"". To see Besser say ""I can't see, I can't see!"" and have Larry say the simple ""Why can't you see?"", while Besser gets to quip ""I got my eyes closed"", is just wrong on all levels.<br /><br />The two brave soldiers who stuck it out for all those years, Howard and Fine, have so little to do in this short. There are hardly any funny bits with them. The only thing that qualifies is Larry hiding under the bed of a jealous husband, attempting to be ""Pepe"", his dog.<br /><br />One can't blame the dynamic duo. Larry and Moe give it their all. No matter how ridiculous things could get (and I'm sure they had their opinions by this point in their careers) Howard and Fine never gave anything less than their best. Their efforts do not pale from 1934-1959.<br /><br />I often enjoy many shorts that some will dismiss as horrible. I'm all for their more ""experimental"", unusual shorts. At least those contain new ideas. However, this short, I think everyone can agree, is just not good.<br /><br />Thank goodness TV later discovered the boys after the shorts department closed. Had they been forced to go out in THIS fashion, well that would have been a gross injustice to all the years they invested in making audiences laugh.",negative
139,"Skenbart takes place in the 1940s, right after the second world war. Main character Gunnar (Gustav Hammarsten) quits his job to get a chance to ""make a difference"" in the bombed-out postwar Europe. He packs a book by his favourite philisopher, Ludwig Witgenstein, and embarks on a trip which will eventually prove Witgenstein's famous statement true: Nothing is what it seems.<br /><br />There are two main plots, and several subplots, to this film, which takes place on a train bound for Berlin. Writer/Director Peter Dalle (also playing the role as the conductor of the train) has assembled an impressive cast including swedish legends Lena Nyman, Gösta Ekman and Robert Gustafsson. Overall, the acting is excellent.<br /><br />Skenbart offers some rather twisted slapstick comedy combined with more subtle black humor (like the nun who loses her faith and starts cursing violently). It's like Killinggänget meets Peter Jackson (Braindead, Bad Taste) in Schindler's List. I laughed during most of the film, and when i woke up the next morning i laughed even more. An intelligent film for fans of Swedish comedy.",positive
140,"John Huston finished his remarkable career with one of the most perfect and sensitive movies I've ever seen. For his farewell he decided to adapt James Joyce's beautiful short story, ""The Dead"", and made not only one of the most faithful literature-to-film adaptations yet, he also crafted a movie that more than 20 years later still surpasses a lot of contemporary cinema.<br /><br />When I watched this movie a few years ago, as a student at University, I gazed in awe at the screen, marvelling at every aspect of the movie: acting, screen writing, direction, costumes, settings, music, cinematography. Thinking about it now, I still can't of anything I'd criticise it for. Huston just knew how to tell a good story.<br /><br />A good deal of credit should also go to Tony Huston. He knew better than to meddle with a text that is not only perfection itself but already visual enough for cinema. Father and son let the story breathe and relish in the long, fascinating conversations between characters, and in the meaningful silences.<br /><br />Donal McCann also deserves credit for the his performance as Gabriel Conroy. I had never seen him in movies before, nor have I seen him afterwards, but he gave one of the most moving performances I've ever seen.<br /><br />All in all, The Dead is a fine cinematic experience, from a legendary director who never stopped being excellent.",positive
141,"A warning to you not to be seduced by the names Bigelow and Red. _Undertow_ is pointless and unengaging, and made me think often of a phrase by Twain about wishing all the characters would be drowned together. When someone brings up the category of Worst Films Ever Made, it's not the likes of _Plan 9_ or _Attack of the Killer Shrews_ that I think of; it's the likes of this. What a complete waste of time--my own and everyone who was involved with this flick.",negative
142,"Jake Speed (1986) was an amusing parody of Indiana Jones and other adventurer films that were popular during the eighties. Wayne Crawford stars as Jake Speed, an adventurer who's always battling evil doers wherever he goes. With his assistant Desmond Floyd (Dennis Christopher) they globe trot looking for some action (and some decent story lines). The duo meet a young woman named Margaret (Karen Kopins) who's sister has been kidnapped by an evil white slaver trader (John Hurt). Can she find and convince Jake and Desmond to help her rescue her sibling?<br /><br />A sappy and cheesy film that doesn't pretend to be something that it's not. I have to give this one a recommendation. That's if you enjoy movies that like to have fun and for those who don't take everything at face value.<br /><br />Recommended.",positive
143,"Family Guy is easily one of the worst shows I've ever forced myself to watch (Not at THE bottom, though - I've seen The Jersey Shore). A popular hit with high school and college kids who mistake immaturity for edginess, this show is unoriginal and stale.<br /><br />As this has been dubbed a comedy show, let's take a look at its ""humor."" 1. Random flashbacks/cuts to celebrities or movies or politics or anything that can be cut to for a knee-jerk laugh. It got old after the 5 or so repetitions per episode. Simple solution: Every time you hear ""This is worse than/like the time..."", plug your ears.<br /><br />2. Inappropriateness for its own sake. This show is notorious for inserting inappropriate gags that have little to do with the overall plot. Solution: Watch South Park. They did it right.<br /><br />The bottom line is that Family Guy is not worth your time, and doesn't hold a candle to The Simpsons.",negative
